18,1032,192.168.0.13:49360
32,1032,192.168.0.13:49362
8,1032,192.168.0.13:49344
11,1032,192.168.0.13:49396
8,1032,192.168.0.13:49374
12,1032,192.168.0.13:49398
12,1032,192.168.0.13:49386
7,1032,192.168.0.13:49400
26,1032,192.168.0.13:49364
31,1032,192.168.0.13:49402
11,1032,192.168.0.13:49368
12,1032,192.168.0.13:49412
12,1032,192.168.0.13:49404
20,1032,192.168.0.13:49406
22,1032,192.168.0.13:49408
25,1032,192.168.0.13:49410
11,1032,192.168.0.13:49414
16,1032,192.168.0.13:49416
11,1032,192.168.0.13:49418
34,1032,192.168.0.13:49424
34,1032,192.168.0.13:49422
11,1032,192.168.0.13:49426
10,1032,192.168.0.13:49428
12,1032,192.168.0.13:49430
14,1032,192.168.0.13:49434
11,1032,192.168.0.13:49436
10,1032,192.168.0.13:49438
11,1032,192.168.0.13:49420
17,1032,192.168.0.13:49440
30,1032,192.168.0.13:49432
25,1032,192.168.0.13:49446
13,1032,192.168.0.13:49448
19,1032,192.168.0.13:49442
62,1032,192.168.0.13:49450
18,1032,192.168.0.13:49452
9,1032,192.168.0.13:49444
9,1032,192.168.0.13:49454
6,1032,192.168.0.13:49456
12,1032,192.168.0.13:49458
6,1032,192.168.0.13:49460
42,1032,192.168.0.13:49462
40,1032,192.168.0.13:49464
7,1032,192.168.0.13:49466
20,1032,192.168.0.13:49474
7,1032,192.168.0.13:49468
9,1032,192.168.0.13:49476
12,1032,192.168.0.13:49470
7,1032,192.168.0.13:49478
8,1032,192.168.0.13:49480
25,1032,192.168.0.13:49472
12,1032,192.168.0.13:49482
12,1032,192.168.0.13:49484
6,1032,192.168.0.13:49486
13,1032,192.168.0.13:49488
7,1032,192.168.0.13:49492
13,1032,192.168.0.13:49500
8,1032,192.168.0.13:49490
17,1032,192.168.0.13:49494
8,1032,192.168.0.13:49496
10,1032,192.168.0.13:49498
20,1032,192.168.0.13:49502
8,1032,192.168.0.13:49508
11,1032,192.168.0.13:49504
10,1032,192.168.0.13:49510
7,1032,192.168.0.13:49506
10,1032,192.168.0.13:49518
7,1032,192.168.0.13:49512
17,1032,192.168.0.13:49514
9,1032,192.168.0.13:49516
23,1032,192.168.0.13:49526
10,1032,192.168.0.13:49520
13,1032,192.168.0.13:49522
102,1032,192.168.0.13:49528
7,1032,192.168.0.13:49534
19,1032,192.168.0.13:49576
11,1032,192.168.0.13:49530
8,1032,192.168.0.13:49532
18,1032,192.168.0.13:49536
28,1032,192.168.0.13:49548
17,1032,192.168.0.13:49550
14,1032,192.168.0.13:49538
9,1032,192.168.0.13:49540
8,1032,192.168.0.13:49542
10,1032,192.168.0.13:49552
7,1032,192.168.0.13:49544
10,1032,192.168.0.13:49578
9,1032,192.168.0.13:49546
7,1032,192.168.0.13:49554
21,1032,192.168.0.13:49556
8,1032,192.168.0.13:49558
8,1032,192.168.0.13:49560
8,1032,192.168.0.13:49562
12,1032,192.168.0.13:49584
8,1032,192.168.0.13:49570
8,1032,192.168.0.13:49572
8,1032,192.168.0.13:49574
11,1032,192.168.0.13:49586
76,1032,192.168.0.13:49588
32,1032,192.168.0.13:49590
12,1032,192.168.0.13:49592
17,1032,192.168.0.13:49602
7,1032,192.168.0.13:49594
14,1032,192.168.0.13:49524
12,1032,192.168.0.13:49596
11,1032,192.168.0.13:49600
22,1032,192.168.0.13:49598
12,1032,192.168.0.13:49618
15,1032,192.168.0.13:49566
13,1032,192.168.0.13:49564
11,1032,192.168.0.13:49580
8,1032,192.168.0.13:49568
10,1032,192.168.0.13:49604
18,1032,192.168.0.13:49606
21,1032,192.168.0.13:49610
15,1032,192.168.0.13:49608
10,1032,192.168.0.13:49612
26,1032,192.168.0.13:49614
12,1032,192.168.0.13:49582
10,1032,192.168.0.13:49616
12,1032,192.168.0.13:49620
6,1032,192.168.0.13:49622
4,1032,192.168.0.13:49624
5,1032,192.168.0.13:49626
4,1032,192.168.0.13:49630
3,1032,192.168.0.13:49632
3,1032,192.168.0.13:49628
9,1032,192.168.0.13:49636
4,1032,192.168.0.13:49634
6,1032,192.168.0.13:49640
17,1032,192.168.0.13:49642
9,1032,192.168.0.13:49638
8,1032,192.168.0.13:49644
5,1032,192.168.0.13:49646
4,1032,192.168.0.13:49648
4,1032,192.168.0.13:49650
11,1032,192.168.0.13:49652
6,1032,192.168.0.13:49654
4,1032,192.168.0.13:49656
4,1032,192.168.0.13:49658
5,1032,192.168.0.13:49674
6,1032,192.168.0.13:49660
5,1032,192.168.0.13:49662
4,1032,192.168.0.13:49664
11,1032,192.168.0.13:49682
14,1032,192.168.0.13:49684
4,1032,192.168.0.13:49666
5,1032,192.168.0.13:49668
7,1032,192.168.0.13:49670
3,1032,192.168.0.13:49672
4,1032,192.168.0.13:49676
3,1032,192.168.0.13:49678
3,1032,192.168.0.13:49680
8,1032,192.168.0.13:49686
16,1032,192.168.0.13:49688
13,1032,192.168.0.13:49690
11,1032,192.168.0.13:49692
13,1032,192.168.0.13:49694
11,1032,192.168.0.13:49698
11,1032,192.168.0.13:49696
9,1032,192.168.0.13:49700
11,1032,192.168.0.13:49704
10,1032,192.168.0.13:49702
8,1032,192.168.0.13:49708
14,1032,192.168.0.13:49714
10,1032,192.168.0.13:49706
14,1032,192.168.0.13:49710
7,1032,192.168.0.13:49712
12,1032,192.168.0.13:49716
12,1032,192.168.0.13:49724
11,1032,192.168.0.13:49722
7,1032,192.168.0.13:49726
4,1032,192.168.0.13:49732
5,1032,192.168.0.13:49728
3,1032,192.168.0.13:49750
5,1032,192.168.0.13:49736
5,1032,192.168.0.13:49770
26,1032,192.168.0.13:49746
5,1032,192.168.0.13:49754
5,1032,192.168.0.13:49760
7,1032,192.168.0.13:49762
4,1032,192.168.0.13:49768
4,1032,192.168.0.13:49738
5,1032,192.168.0.13:49740
4,1032,192.168.0.13:49772
5,1032,192.168.0.13:49748
8,1032,192.168.0.13:49778
16,1032,192.168.0.13:49774
3,1032,192.168.0.13:49776
8,1032,192.168.0.13:49780
9,1032,192.168.0.13:49718
7,1032,192.168.0.13:49720
7,1032,192.168.0.13:49784
13,1032,192.168.0.13:49742
4,1032,192.168.0.13:49744
3,1032,192.168.0.13:49752
4,1032,192.168.0.13:49756
3,1032,192.168.0.13:49758
12,1032,192.168.0.13:49788
11,1032,192.168.0.13:49792
8,1032,192.168.0.13:49790
9,1032,192.168.0.13:49786
5,1032,192.168.0.13:49782
5,1032,192.168.0.13:49730
11,1032,192.168.0.13:49734
3,1032,192.168.0.13:49764
4,1032,192.168.0.13:49766
18,1032,192.168.0.13:49794
21,1032,192.168.0.13:49796
20,1032,192.168.0.13:49798
9,1032,192.168.0.13:49800
22,1032,192.168.0.13:49804
8,1032,192.168.0.13:49806
80,1032,192.168.0.13:49808
51,1032,192.168.0.13:49802
9,1032,192.168.0.13:49810
10,1032,192.168.0.13:49814
11,1032,192.168.0.13:49816
6,1032,192.168.0.13:49826
11,1032,192.168.0.13:49820
12,1032,192.168.0.13:49834
12,1032,192.168.0.13:49812
7,1032,192.168.0.13:49822
15,1032,192.168.0.13:49838
6,1032,192.168.0.13:49818
14,1032,192.168.0.13:49842
10,1032,192.168.0.13:49840
16,1032,192.168.0.13:49844
19,1032,192.168.0.13:49828
8,1032,192.168.0.13:49830
8,1032,192.168.0.13:49824
6,1032,192.168.0.13:49832
7,1032,192.168.0.13:49836
5,1032,192.168.0.13:49846
4,1032,192.168.0.13:49848
4,1032,192.168.0.13:49854
4,1032,192.168.0.13:49850
8,1032,192.168.0.13:49860
4,1032,192.168.0.13:49862
5,1032,192.168.0.13:49864
4,1032,192.168.0.13:49884
4,1032,192.168.0.13:49852
2,1032,192.168.0.13:49866
5,1032,192.168.0.13:49870
4,1032,192.168.0.13:49876
4,1032,192.168.0.13:49878
4,1032,192.168.0.13:49880
3,1032,192.168.0.13:49882
2,1032,192.168.0.13:49886
52,1032,192.168.0.13:49856
7,1032,192.168.0.13:49858
4,1032,192.168.0.13:49868
5,1032,192.168.0.13:49872
4,1032,192.168.0.13:49874
8,1032,192.168.0.13:49888
16,1032,192.168.0.13:49890
5,1032,192.168.0.13:49892
10,1032,192.168.0.13:49894
7,1032,192.168.0.13:49896
33,1032,192.168.0.13:49898
9,1032,192.168.0.13:49904
13,1032,192.168.0.13:49900
14,1032,192.168.0.13:49902
14,1032,192.168.0.13:49906
58,1032,192.168.0.13:49908
8,1032,192.168.0.13:49912
8,1032,192.168.0.13:49920
6,1032,192.168.0.13:49924
9,1032,192.168.0.13:49926
14,1032,192.168.0.13:49916
16,1032,192.168.0.13:49918
7,1032,192.168.0.13:49922
49,1032,192.168.0.13:49928
24,1032,192.168.0.13:49910
16,1032,192.168.0.13:49930
7,1032,192.168.0.13:49932
7,1032,192.168.0.13:49936
11,1032,192.168.0.13:49938
7,1032,192.168.0.13:49942
7,1032,192.168.0.13:49914
7,1032,192.168.0.13:49934
9,1032,192.168.0.13:49940
44,1032,192.168.0.13:49944
9,1032,192.168.0.13:49946
10,1032,192.168.0.13:49948
6,1032,192.168.0.13:49950
10,1032,192.168.0.13:49952
11,1032,192.168.0.13:49954
13,1032,192.168.0.13:49956
5,1032,192.168.0.13:49962
4,1032,192.168.0.13:49964
5,1032,192.168.0.13:49972
7,1032,192.168.0.13:49988
8,1032,192.168.0.13:49958
5,1032,192.168.0.13:49960
4,1032,192.168.0.13:49966
5,1032,192.168.0.13:49968
4,1032,192.168.0.13:49970
5,1032,192.168.0.13:49974
4,1032,192.168.0.13:49976
6,1032,192.168.0.13:49978
5,1032,192.168.0.13:49980
4,1032,192.168.0.13:49984
4,1032,192.168.0.13:49986
3,1032,192.168.0.13:49982
9,1032,192.168.0.13:49992
7,1032,192.168.0.13:49990
5,1032,192.168.0.13:49996
8,1032,192.168.0.13:49994
7,1032,192.168.0.13:49998
5,1032,192.168.0.13:50000
5,1032,192.168.0.13:50002
6,1032,192.168.0.13:50006
4,1032,192.168.0.13:50008
4,1032,192.168.0.13:50004
7,1032,192.168.0.13:50012
3,1032,192.168.0.13:50014
4,1032,192.168.0.13:50016
4,1032,192.168.0.13:50010
4,1032,192.168.0.13:50018
7,1032,192.168.0.13:50020
7,1032,192.168.0.13:50024
7,1032,192.168.0.13:50022
9,1032,192.168.0.13:50028
6,1032,192.168.0.13:50026
4,1032,192.168.0.13:50030
7,1032,192.168.0.13:50032
6,1032,192.168.0.13:50034
7,1032,192.168.0.13:50036
9,1032,192.168.0.13:50038
7,1032,192.168.0.13:50040
7,1032,192.168.0.13:50042
9,1032,192.168.0.13:50044
7,1032,192.168.0.13:50046
8,1032,192.168.0.13:50048
4,1032,192.168.0.13:50050
4,1032,192.168.0.13:50052
6,1032,192.168.0.13:50054
3,1032,192.168.0.13:50056
4,1032,192.168.0.13:50058
3,1032,192.168.0.13:50060
7,1032,192.168.0.13:50086
3,1032,192.168.0.13:50062
5,1032,192.168.0.13:50064
3,1032,192.168.0.13:50066
3,1032,192.168.0.13:50070
5,1032,192.168.0.13:50076
6,1032,192.168.0.13:50068
4,1032,192.168.0.13:50080
4,1032,192.168.0.13:50082
8,1032,192.168.0.13:50088
7,1032,192.168.0.13:50096
5,1032,192.168.0.13:50084
4,1032,192.168.0.13:50072
4,1032,192.168.0.13:50092
14,1032,192.168.0.13:50098
5,1032,192.168.0.13:50090
6,1032,192.168.0.13:50100
4,1032,192.168.0.13:50102
4,1032,192.168.0.13:50104
5,1032,192.168.0.13:50094
3,1032,192.168.0.13:50074
4,1032,192.168.0.13:50078
12,1032,192.168.0.13:50106
9,1032,192.168.0.13:50108
7,1032,192.168.0.13:50110
6,1032,192.168.0.13:50114
7,1032,192.168.0.13:50112
7,1032,192.168.0.13:50124
3,1032,192.168.0.13:50118
4,1032,192.168.0.13:50126
5,1032,192.168.0.13:50128
4,1032,192.168.0.13:50120
4,1032,192.168.0.13:50122
5,1032,192.168.0.13:50138
4,1032,192.168.0.13:50142
5,1032,192.168.0.13:50136
3,1032,192.168.0.13:50140
3,1032,192.168.0.13:50144
4,1032,192.168.0.13:50146
5,1032,192.168.0.13:50130
5,1032,192.168.0.13:50132
4,1032,192.168.0.13:50134
3,1032,192.168.0.13:50148
6,1032,192.168.0.13:50150
4,1032,192.168.0.13:50152
