Thread Number,Bytes Sent,IPAddress
352112,8,192.168.0.2:60194
534034,8,192.168.0.3:56992
534088,8,192.168.0.13:50380
173929,8,192.168.0.3:57140
330765,8,192.168.0.3:57722
141686,8,192.168.0.3:57502
246107,8,192.168.0.2:60292
42995,8,192.168.0.3:57678
25372,8,192.168.0.3:57536
173965,8,192.168.0.13:50192
797912,8,192.168.0.3:57100
40997,8,192.168.0.2:60250
795395,8,192.168.0.2:59668
534155,8,192.168.0.13:49586
92458,8,192.168.0.13:49900
797957,8,192.168.0.3:57112
32144,8,192.168.0.2:60184
25341,8,192.168.0.3:57548
50538,8,192.168.0.13:50456
34148,8,192.168.0.2:60572
88659,8,192.168.0.2:60360
34129,8,192.168.0.2:59682
797759,8,192.168.0.3:57110
533979,8,192.168.0.3:56990
797782,8,192.168.0.3:57106
27573,8,192.168.0.2:60310
173919,8,192.168.0.3:57850
330916,8,192.168.0.13:50584
76618,8,192.168.0.13:50694
329716,8,192.168.0.2:60204
26126,8,192.168.0.13:50296
174012,8,192.168.0.2:59708
795613,8,192.168.0.3:57122
375016,8,192.168.0.13:50552
173995,8,192.168.0.13:50684
92842,8,192.168.0.2:60304
28643,8,192.168.0.13:50282
174130,8,192.168.0.13:50680
28526,8,192.168.0.3:57330
28792,8,192.168.0.13:50278
135263,8,192.168.0.2:59950
173934,8,192.168.0.3:57146
34296,8,192.168.0.13:50194
53430,8,192.168.0.13:50658
53230,8,192.168.0.3:57830
329805,8,192.168.0.3:57492
109175,8,192.168.0.3:57128
329872,8,192.168.0.13:50578
44018,8,192.168.0.2:60090
40972,8,192.168.0.13:50460
174147,8,192.168.0.2:60512
173806,8,192.168.0.3:57458
34150,8,192.168.0.2:59696
156902,8,192.168.0.13:50740
246086,8,192.168.0.3:57532
156965,8,192.168.0.3:57900
534001,8,192.168.0.2:60126
34309,8,192.168.0.13:50176
173976,8,192.168.0.3:57686
109125,8,192.168.0.13:50196
28606,8,192.168.0.2:59986
173944,8,192.168.0.2:59694
45552,8,192.168.0.2:60416
94887,8,192.168.0.2:60218
797924,8,192.168.0.13:50068
262958,8,192.168.0.2:60170
34011,8,192.168.0.13:50358
25788,8,192.168.0.2:60156
26245,8,192.168.0.2:60022
60012,8,192.168.0.2:60428
174831,8,192.168.0.3:57794
69741,8,192.168.0.3:57558
572757,8,192.168.0.3:57402
272775,8,192.168.0.2:59710
174174,8,192.168.0.3:57880
49752,8,192.168.0.2:60112
329820,8,192.168.0.3:57632
94915,8,192.168.0.13:50434
97832,8,192.168.0.2:60350
35303,8,192.168.0.13:50360
533984,8,192.168.0.13:50374
142302,8,192.168.0.3:57494
329901,8,192.168.0.3:57642
173890,8,192.168.0.3:57852
173900,8,192.168.0.3:57150
534066,8,192.168.0.3:57000
797841,8,192.168.0.3:57116
534166,8,192.168.0.13:49594
534276,8,192.168.0.2:60132
69754,8,192.168.0.3:57472
640419,8,192.168.0.13:50264
534081,8,192.168.0.2:60142
795399,8,192.168.0.2:59650
97834,8,192.168.0.13:50418
795473,8,192.168.0.13:50028
156858,8,192.168.0.13:50742
534257,8,192.168.0.13:50370
534026,8,192.168.0.3:56994
83144,8,192.168.0.3:57418
40944,8,192.168.0.3:57520
26813,8,192.168.0.13:48972
174012,8,192.168.0.2:60556
795607,8,192.168.0.13:50040
109154,8,192.168.0.3:57134
174348,8,192.168.0.2:60518
174479,8,192.168.0.13:50598
534085,8,192.168.0.3:57002
534078,8,192.168.0.3:56976
27367,8,192.168.0.2:60276
173873,8,192.168.0.2:60210
173872,8,192.168.0.3:57424
329757,8,192.168.0.3:57662
173880,8,192.168.0.2:60436
34145,8,192.168.0.2:60534
173880,8,192.168.0.3:57676
28570,8,192.168.0.2:59962
173945,8,192.168.0.13:50140
173962,8,192.168.0.3:57152
173941,8,192.168.0.3:57154
173969,8,192.168.0.2:60558
173975,8,192.168.0.2:60476
174040,8,192.168.0.3:57760
173991,8,192.168.0.2:60478
173963,8,192.168.0.2:60482
640659,8,192.168.0.13:50324
640738,8,192.168.0.2:60034
533976,8,192.168.0.13:49588
330960,8,192.168.0.2:60612
174166,8,192.168.0.13:50724
173975,8,192.168.0.2:60596
330883,8,192.168.0.2:60608
97841,8,192.168.0.13:50466
174277,8,192.168.0.3:57816
174216,8,192.168.0.3:57784
795794,8,192.168.0.13:50020
120700,8,192.168.0.13:50406
797893,8,192.168.0.13:50072
348638,8,192.168.0.3:57904
173921,8,192.168.0.13:50592
795454,8,192.168.0.3:57096
795502,8,192.168.0.2:59670
330798,8,192.168.0.3:57888
173857,8,192.168.0.2:60396
174063,8,192.168.0.3:57680
174375,8,192.168.0.3:57808
795288,8,192.168.0.13:50034
174089,8,192.168.0.2:60490
174005,8,192.168.0.2:60592
174283,8,192.168.0.2:60504
331059,8,192.168.0.2:60610
174266,8,192.168.0.2:60500
174309,8,192.168.0.3:57802
174386,8,192.168.0.13:50630
174072,8,192.168.0.3:57716
330928,8,192.168.0.3:57896
94899,8,192.168.0.3:57638
101180,8,192.168.0.13:49924
330884,8,192.168.0.3:57886
795591,8,192.168.0.13:50048
798172,8,192.168.0.13:50062
533975,8,192.168.0.3:56996
174436,8,192.168.0.3:57822
72704,8,192.168.0.3:57498
174163,8,192.168.0.3:57778
28547,8,192.168.0.2:59996
331004,8,192.168.0.13:50720
174121,8,192.168.0.3:57842
28604,8,192.168.0.3:57342
330990,8,192.168.0.2:60606
174541,8,192.168.0.13:50638
28731,8,192.168.0.13:50274
797891,8,192.168.0.3:57114
174077,8,192.168.0.2:60420
534062,8,192.168.0.3:57398
797952,8,192.168.0.13:50070
129211,8,192.168.0.2:59924
200382,8,192.168.0.3:57910
174151,8,192.168.0.13:50736
174336,8,192.168.0.13:50646
797957,8,192.168.0.3:57108
174317,8,192.168.0.3:57810
348653,8,192.168.0.13:50746
34312,8,192.168.0.2:60538
640686,8,192.168.0.3:57360
174238,8,192.168.0.2:60522
640662,8,192.168.0.3:57348
142306,8,192.168.0.2:60234
28561,8,192.168.0.13:50288
28667,8,192.168.0.3:57322
246107,8,192.168.0.2:60394
795669,8,192.168.0.13:50042
59739,8,192.168.0.13:49898
797899,8,192.168.0.13:50066
174648,8,192.168.0.2:60174
174095,8,192.168.0.3:57774
795632,8,192.168.0.2:59660
174658,8,192.168.0.2:60526
200384,8,192.168.0.13:50752
105793,8,192.168.0.3:57648
53202,8,192.168.0.3:57832
348637,8,192.168.0.3:57906
798244,8,192.168.0.13:50060
797908,8,192.168.0.2:59676
534119,8,192.168.0.3:56968
28539,8,192.168.0.13:50280
28644,8,192.168.0.3:57324
174556,8,192.168.0.3:57786
798269,8,192.168.0.13:50056
174069,8,192.168.0.13:50678
44943,8,192.168.0.13:50544
798085,8,192.168.0.2:59674
797781,8,192.168.0.2:59678
94899,8,192.168.0.3:57426
174292,8,192.168.0.3:57820
173945,8,192.168.0.2:60570
173980,8,192.168.0.13:50564
174749,8,192.168.0.2:60524
25372,8,192.168.0.13:50770
25711,8,192.168.0.3:57912
25682,8,192.168.0.13:50774
25651,8,192.168.0.13:50776
25719,8,192.168.0.13:50778
26069,8,192.168.0.3:57928
26054,8,192.168.0.3:57930
26098,8,192.168.0.3:57924
533933,8,192.168.0.2:60138
25454,8,192.168.0.3:57932
25344,8,192.168.0.13:50780
28975,8,192.168.0.3:57938
91874,8,192.168.0.3:57936
173863,8,192.168.0.2:60370
199742,8,192.168.0.3:57940
25336,8,192.168.0.2:60316
685779,8,192.168.0.2:59806
100085,8,192.168.0.13:50414
173865,8,192.168.0.2:60414
926910,8,192.168.0.3:57414
926925,8,192.168.0.2:60202
218970,8,192.168.0.3:57916
34131,8,192.168.0.13:50204
923706,8,192.168.0.3:57684
659954,8,192.168.0.3:57856
33997,8,192.168.0.13:50574
173813,8,192.168.0.13:50408
49747,8,192.168.0.2:60052
64890,8,192.168.0.13:50186
173840,8,192.168.0.13:50596
744655,8,192.168.0.2:59700
132961,8,192.168.0.3:57980
926938,8,192.168.0.2:60186
204187,8,192.168.0.3:57944
330987,8,192.168.0.13:50732
191470,8,192.168.0.13:50788
926935,8,192.168.0.13:50528
138189,8,192.168.0.13:50306
204172,8,192.168.0.3:57946
357447,8,192.168.0.13:50738
926924,8,192.168.0.13:50398
533974,8,192.168.0.13:49592
245200,8,192.168.0.3:57300
25688,8,192.168.0.3:58040
25700,8,192.168.0.3:58048
25354,8,192.168.0.13:50152
61239,8,192.168.0.13:50094
61372,8,192.168.0.13:50130
50922,8,192.168.0.13:50860
61637,8,192.168.0.13:50124
66801,8,192.168.0.13:50102
66962,8,192.168.0.3:58032
26106,8,192.168.0.3:58030
34488,8,192.168.0.2:60716
25319,8,192.168.0.13:50108
66959,8,192.168.0.3:58050
629868,8,192.168.0.13:50704
263004,8,192.168.0.3:57990
27625,8,192.168.0.13:50148
26110,8,192.168.0.3:58034
330852,8,192.168.0.13:50730
218968,8,192.168.0.3:57914
797690,8,192.168.0.2:59680
65123,8,192.168.0.2:60624
90975,8,192.168.0.13:50856
25808,8,192.168.0.3:57510
46566,8,192.168.0.3:57694
94914,8,192.168.0.13:50512
923708,8,192.168.0.2:60400
40957,8,192.168.0.3:58036
309218,8,192.168.0.3:57988
31674,8,192.168.0.2:59704
309270,8,192.168.0.2:60628
29763,8,192.168.0.13:50096
29755,8,192.168.0.13:50138
29758,8,192.168.0.13:50142
27030,8,192.168.0.13:50772
25320,8,192.168.0.13:50088
25519,8,192.168.0.2:60710
25550,8,192.168.0.2:60650
25681,8,192.168.0.3:58006
25678,8,192.168.0.3:58078
27832,8,192.168.0.3:58066
25869,8,192.168.0.2:60638
25722,8,192.168.0.2:60674
25740,8,192.168.0.2:60644
28786,8,192.168.0.13:50890
28818,8,192.168.0.13:50120
269237,8,192.168.0.3:57992
25758,8,192.168.0.13:50076
26819,8,192.168.0.2:60668
42887,8,192.168.0.3:58010
45507,8,192.168.0.2:60720
45285,8,192.168.0.2:60658
45367,8,192.168.0.2:60692
45378,8,192.168.0.3:58076
45442,8,192.168.0.2:60652
45407,8,192.168.0.2:60634
45439,8,192.168.0.3:58044
199741,8,192.168.0.13:50118
36279,8,192.168.0.13:50106
45512,8,192.168.0.13:50876
45428,8,192.168.0.2:60680
32000,8,192.168.0.13:50850
97028,8,192.168.0.13:50900
25527,8,192.168.0.3:58134
25479,8,192.168.0.3:58140
25722,8,192.168.0.3:58106
1668717,8,192.168.0.13:50530
114771,8,192.168.0.3:58074
60273,8,192.168.0.3:58084
60265,8,192.168.0.13:50912
27259,8,192.168.0.13:50858
45412,8,192.168.0.13:50870
74183,8,192.168.0.3:58014
269237,8,192.168.0.3:57994
35423,8,192.168.0.3:58126
27279,8,192.168.0.13:50852
148706,8,192.168.0.3:58094
403940,8,192.168.0.13:50786
146633,8,192.168.0.2:60816
147430,8,192.168.0.3:58090
172528,8,192.168.0.13:50750
171902,8,192.168.0.13:50842
149970,8,192.168.0.2:60770
172945,8,192.168.0.3:57970
143919,8,192.168.0.3:58132
181011,8,192.168.0.2:60672
181013,8,192.168.0.2:60646
181024,8,192.168.0.2:60708
45512,8,192.168.0.3:58080
185932,8,192.168.0.3:58042
180994,8,192.168.0.13:50892
180972,8,192.168.0.13:50878
28571,8,192.168.0.13:50266
26982,8,192.168.0.13:50782
195788,8,192.168.0.13:50112
42903,8,192.168.0.13:50864
1327691,8,192.168.0.3:57846
45574,8,192.168.0.13:50078
45479,8,192.168.0.13:50086
181002,8,192.168.0.13:50080
65018,8,192.168.0.3:58068
45415,8,192.168.0.2:60660
45462,8,192.168.0.3:58072
42888,8,192.168.0.2:60682
181002,8,192.168.0.2:60642
225279,8,192.168.0.13:50116
45571,8,192.168.0.3:58054
45577,8,192.168.0.2:60636
38411,8,192.168.0.13:50922
40589,8,192.168.0.2:60700
180896,8,192.168.0.13:50886
181012,8,192.168.0.13:50866
181023,8,192.168.0.13:50888
1669102,8,192.168.0.2:60164
42954,8,192.168.0.2:60670
42825,8,192.168.0.2:60704
25368,8,192.168.0.3:58220
26670,8,192.168.0.3:58204
28560,8,192.168.0.2:60926
28932,8,192.168.0.3:58214
180964,8,192.168.0.2:60662
1700358,8,192.168.0.3:57434
41675,8,192.168.0.2:60776
45477,8,192.168.0.3:58038
180972,8,192.168.0.2:60666
33664,8,192.168.0.3:58228
37439,8,192.168.0.2:60760
41923,8,192.168.0.13:50936
41953,8,192.168.0.13:50924
38022,8,192.168.0.2:60702
116745,8,192.168.0.13:51090
25390,8,192.168.0.2:59734
89942,8,192.168.0.2:59754
180971,8,192.168.0.2:60696
180820,8,192.168.0.2:60834
72217,8,192.168.0.2:59750
74144,8,192.168.0.2:60684
67877,8,192.168.0.2:60802
67885,8,192.168.0.3:58108
74718,8,192.168.0.13:50902
42020,8,192.168.0.13:50904
42077,8,192.168.0.3:58092
795514,8,192.168.0.13:50044
795291,8,192.168.0.2:59666
795339,8,192.168.0.2:59662
25728,8,192.168.0.2:60794
25713,8,192.168.0.2:60754
25708,8,192.168.0.2:60788
181027,8,192.168.0.13:50872
25723,8,192.168.0.2:60780
25714,8,192.168.0.2:60764
158685,8,192.168.0.3:58028
74962,8,192.168.0.13:50934
42881,8,192.168.0.13:50874
1542013,8,192.168.0.2:60514
73189,8,192.168.0.2:59752
172286,8,192.168.0.13:50350
74158,8,192.168.0.2:60722
74113,8,192.168.0.2:60632
130416,8,192.168.0.13:50898
67871,8,192.168.0.13:50926
72228,8,192.168.0.2:59740
74179,8,192.168.0.2:60698
67932,8,192.168.0.2:60734
67902,8,192.168.0.3:58012
74135,8,192.168.0.2:60630
74243,8,192.168.0.2:60714
67901,8,192.168.0.13:50090
60254,8,192.168.0.13:50906
74780,8,192.168.0.2:60678
74887,8,192.168.0.2:60782
74743,8,192.168.0.2:60778
25726,8,192.168.0.2:60820
28016,8,192.168.0.2:60790
45563,8,192.168.0.3:58008
25743,8,192.168.0.13:50910
25706,8,192.168.0.3:58114
25717,8,192.168.0.3:58102
25738,8,192.168.0.2:60822
28004,8,192.168.0.2:60774
90849,8,192.168.0.2:60930
74759,8,192.168.0.2:60724
25710,8,192.168.0.2:60796
90852,8,192.168.0.2:60854
90888,8,192.168.0.2:60840
90834,8,192.168.0.2:60832
181034,8,192.168.0.3:58002
90932,8,192.168.0.13:51108
90920,8,192.168.0.2:60862
90935,8,192.168.0.13:51118
90981,8,192.168.0.2:60922
90971,8,192.168.0.2:60870
90928,8,192.168.0.2:60932
90929,8,192.168.0.2:60864
90924,8,192.168.0.2:60842
181001,8,192.168.0.3:58082
25726,8,192.168.0.13:50930
74763,8,192.168.0.13:50908
41986,8,192.168.0.3:58100
41983,8,192.168.0.3:58110
90929,8,192.168.0.13:51078
42907,8,192.168.0.2:60686
533919,8,192.168.0.2:60152
533969,8,192.168.0.3:57394
1541361,8,192.168.0.2:60598
1541562,8,192.168.0.2:60614
1542094,8,192.168.0.3:57806
1541389,8,192.168.0.2:60594
42952,8,192.168.0.13:50854
77032,8,192.168.0.2:59724
42906,8,192.168.0.2:60694
1541998,8,192.168.0.13:50642
1541438,8,192.168.0.13:50728
1541519,8,192.168.0.3:57890
1541366,8,192.168.0.3:57892
1541391,8,192.168.0.13:50722
1541553,8,192.168.0.2:60600
1541881,8,192.168.0.2:60496
680604,8,192.168.0.3:57158
269228,8,192.168.0.3:57996
336819,8,192.168.0.3:57206
41980,8,192.168.0.2:60762
180967,8,192.168.0.2:60656
103160,8,192.168.0.13:50920
41997,8,192.168.0.2:60766
180965,8,192.168.0.2:60648
41984,8,192.168.0.2:60748
42958,8,192.168.0.3:58004
41990,8,192.168.0.3:58098
42000,8,192.168.0.2:60812
41972,8,192.168.0.2:60758
336842,8,192.168.0.2:59766
41993,8,192.168.0.3:58118
42010,8,192.168.0.2:60730
1541617,8,192.168.0.3:57898
83719,8,192.168.0.3:57942
172763,8,192.168.0.2:60076
73191,8,192.168.0.2:59764
27707,8,192.168.0.2:59738
172493,8,192.168.0.2:60384
172507,8,192.168.0.2:60074
294664,8,192.168.0.2:60706
519829,8,192.168.0.3:57216
91291,8,192.168.0.3:58218
456149,8,192.168.0.13:51098
41958,8,192.168.0.2:60818
172895,8,192.168.0.3:58018
103163,8,192.168.0.2:60740
26945,8,192.168.0.13:50784
294674,8,192.168.0.2:60726
103173,8,192.168.0.13:50884
103169,8,192.168.0.2:60786
336866,8,192.168.0.2:59730
336895,8,192.168.0.3:58206
103177,8,192.168.0.13:50932
172373,8,192.168.0.2:60078
172343,8,192.168.0.13:50344
172446,8,192.168.0.2:60080
172537,8,192.168.0.3:57372
172488,8,192.168.0.13:50356
172409,8,192.168.0.13:50348
172489,8,192.168.0.2:60082
172482,8,192.168.0.2:60070
172495,8,192.168.0.2:60072
172663,8,192.168.0.2:60122
172558,8,192.168.0.2:60064
172376,8,192.168.0.2:60066
172377,8,192.168.0.2:60068
172699,8,192.168.0.13:50352
44731,8,192.168.0.2:60800
172678,8,192.168.0.13:50354
105635,8,192.168.0.2:60808
93680,8,192.168.0.3:58198
516869,8,192.168.0.2:59728
172169,8,192.168.0.3:57370
448813,8,192.168.0.2:60890
44742,8,192.168.0.13:50914
334189,8,192.168.0.3:57180
1700364,8,192.168.0.13:50558
334193,8,192.168.0.3:57168
336855,8,192.168.0.2:60888
336851,8,192.168.0.3:57212
336851,8,192.168.0.2:60892
336860,8,192.168.0.3:57196
336879,8,192.168.0.2:59718
336850,8,192.168.0.3:57224
44735,8,192.168.0.3:58104
336865,8,192.168.0.2:60882
336864,8,192.168.0.3:57210
336849,8,192.168.0.3:57222
336860,8,192.168.0.3:57184
336909,8,192.168.0.13:51076
336870,8,192.168.0.2:60904
336880,8,192.168.0.3:57186
336927,8,192.168.0.3:58196
336931,8,192.168.0.13:51100
336853,8,192.168.0.13:51072
336845,8,192.168.0.13:51122
336845,8,192.168.0.3:57220
336852,8,192.168.0.3:57176
336888,8,192.168.0.3:57208
336871,8,192.168.0.13:51094
336827,8,192.168.0.13:51086
336874,8,192.168.0.2:60924
336828,8,192.168.0.2:60886
336893,8,192.168.0.2:60852
44738,8,192.168.0.13:50928
336927,8,192.168.0.13:51082
178174,8,192.168.0.2:60712
336898,8,192.168.0.3:58208
336900,8,192.168.0.3:58212
77273,8,192.168.0.2:59774
172585,8,192.168.0.2:60060
468622,8,192.168.0.13:51120
77282,8,192.168.0.3:57162
488910,8,192.168.0.3:58236
482918,8,192.168.0.2:59716
77288,8,192.168.0.3:57182
507904,8,192.168.0.3:57166
507906,8,192.168.0.3:57192
94816,8,192.168.0.2:60894
88918,8,192.168.0.3:57204
94844,8,192.168.0.13:51104
108810,8,192.168.0.2:60858
94842,8,192.168.0.2:60872
84032,8,192.168.0.2:60838
88909,8,192.168.0.2:59732
507954,8,192.168.0.3:57230
94872,8,192.168.0.3:58200
94733,8,192.168.0.13:51074
294660,8,192.168.0.2:60738
510884,8,192.168.0.3:57226
94917,8,192.168.0.2:60918
294663,8,192.168.0.2:60826
173275,8,192.168.0.2:60434
294684,8,192.168.0.13:50880
1097001,8,192.168.0.3:57202
172845,8,192.168.0.13:50160
44731,8,192.168.0.2:60742
91330,8,192.168.0.13:51096
173371,8,192.168.0.2:60588
294667,8,192.168.0.3:58128
294668,8,192.168.0.2:60640
294671,8,192.168.0.2:60810
294674,8,192.168.0.2:60690
165822,8,192.168.0.2:60744
94815,8,192.168.0.13:51116
516894,8,192.168.0.2:59768
201019,8,192.168.0.13:50848
294687,8,192.168.0.2:60756
519830,8,192.168.0.3:57190
523624,8,192.168.0.3:57236
172550,8,192.168.0.3:58024
294658,8,192.168.0.2:60654
94853,8,192.168.0.2:60920
91234,8,192.168.0.2:60846
294668,8,192.168.0.13:50918
294673,8,192.168.0.13:50882
94832,8,192.168.0.13:51106
44727,8,192.168.0.3:58138
680606,8,192.168.0.3:57138
520623,8,192.168.0.3:57214
171898,8,192.168.0.13:50714
172775,8,192.168.0.2:60590
529537,8,192.168.0.2:60910
172199,8,192.168.0.13:50762
173315,8,192.168.0.2:60364
173007,8,192.168.0.13:50132
44728,8,192.168.0.2:60828
43548,8,192.168.0.13:50340
173241,8,192.168.0.3:57926
172002,8,192.168.0.13:50802
173178,8,192.168.0.3:57984
171822,8,192.168.0.13:50794
172840,8,192.168.0.13:50800
171759,8,192.168.0.3:57948
172963,8,192.168.0.3:58022
172480,8,192.168.0.3:57964
172913,8,192.168.0.3:57966
172848,8,192.168.0.13:50828
173331,8,192.168.0.13:50126
172973,8,192.168.0.13:50122
173343,8,192.168.0.13:50172
172546,8,192.168.0.13:50156
294664,8,192.168.0.3:58112
173004,8,192.168.0.13:50792
172519,8,192.168.0.3:57950
172897,8,192.168.0.3:57934
173117,8,192.168.0.3:57908
173236,8,192.168.0.3:58016
172923,8,192.168.0.3:57978
41977,8,192.168.0.2:60784
149976,8,192.168.0.2:60772
44782,8,192.168.0.2:60768
165811,8,192.168.0.13:50916
516892,8,192.168.0.3:58240
373729,8,192.168.0.13:50114
294667,8,192.168.0.2:60736
294690,8,192.168.0.2:60688
294675,8,192.168.0.2:60806
294668,8,192.168.0.2:60676
371885,8,192.168.0.3:57164
141275,8,192.168.0.3:58234
26415,8,192.168.0.2:60874
41991,8,192.168.0.3:58142
165790,8,192.168.0.2:60728
25506,8,192.168.0.2:60860
94818,8,192.168.0.3:58202
91250,8,192.168.0.2:60902
520936,8,192.168.0.2:59772
1348806,8,192.168.0.3:58230
94848,8,192.168.0.13:51114
171724,8,192.168.0.13:50818
171411,8,192.168.0.13:50808
171310,8,192.168.0.13:50810
171347,8,192.168.0.13:50836
171210,8,192.168.0.13:50822
171780,8,192.168.0.13:50816
171691,8,192.168.0.13:50718
189571,8,192.168.0.3:58096
44730,8,192.168.0.3:58116
89912,8,192.168.0.3:57200
176898,8,192.168.0.13:51066
367029,8,192.168.0.2:60900
44760,8,192.168.0.3:58122
44763,8,192.168.0.2:60792
44756,8,192.168.0.2:60732
519854,8,192.168.0.3:57194
481556,8,192.168.0.2:60746
519830,8,192.168.0.2:59722
110561,8,192.168.0.13:50082
110559,8,192.168.0.13:50110
110611,8,192.168.0.13:50084
110541,8,192.168.0.13:50098
110586,8,192.168.0.3:58046
110536,8,192.168.0.3:58052
110577,8,192.168.0.3:58222
172037,8,192.168.0.2:60618
44734,8,192.168.0.2:60752
43662,8,192.168.0.3:58124
523615,8,192.168.0.3:58194
519846,8,192.168.0.2:59720
25578,8,192.168.0.2:60844
450137,8,192.168.0.2:60912
27989,8,192.168.0.2:59736
146895,8,192.168.0.3:58086
172672,8,192.168.0.3:58020
149342,8,192.168.0.2:60970
523634,8,192.168.0.3:57170
523633,8,192.168.0.13:51084
387900,8,192.168.0.3:57228
28474,8,192.168.0.2:60972
298702,8,192.168.0.13:50074
27976,8,192.168.0.2:59776
172033,8,192.168.0.3:57960
1702301,8,192.168.0.3:57658
475111,8,192.168.0.2:60908
28007,8,192.168.0.2:59742
529550,8,192.168.0.2:60836
529551,8,192.168.0.2:60848
529550,8,192.168.0.13:51070
286499,8,192.168.0.13:51068
253535,8,192.168.0.2:60824
529539,8,192.168.0.13:51112
27009,8,192.168.0.2:60878
27005,8,192.168.0.13:51110
172600,8,192.168.0.13:50164
173116,8,192.168.0.13:50768
172660,8,192.168.0.3:57918
172378,8,192.168.0.3:57956
172418,8,192.168.0.13:50834
172200,8,192.168.0.13:50446
172520,8,192.168.0.3:57982
172592,8,192.168.0.13:50136
450092,8,192.168.0.3:58224
25994,8,192.168.0.2:60868
1725470,8,192.168.0.3:58144
1020983,8,192.168.0.3:57232
43535,8,192.168.0.2:60814
298637,8,192.168.0.13:50862
44817,8,192.168.0.3:58136
490066,8,192.168.0.13:51092
97341,8,192.168.0.2:59762
48671,8,192.168.0.3:58296
110576,8,192.168.0.2:60928
374872,8,192.168.0.3:57218
172678,8,192.168.0.13:50758
44821,8,192.168.0.2:60804
171986,8,192.168.0.13:50826
374880,8,192.168.0.3:57174
172470,8,192.168.0.13:50756
377852,8,192.168.0.2:60850
172176,8,192.168.0.13:50754
492529,8,192.168.0.13:51080
171969,8,192.168.0.3:57968
374877,8,192.168.0.2:59748
374882,8,192.168.0.3:57178
374880,8,192.168.0.2:60866
1096011,8,192.168.0.2:60898
253449,8,192.168.0.2:60798
529549,8,192.168.0.3:57172
529539,8,192.168.0.13:51102
44795,8,192.168.0.3:58120
374880,8,192.168.0.3:57188
27008,8,192.168.0.13:51088
361946,8,192.168.0.3:57198
529551,8,192.168.0.2:60916
529550,8,192.168.0.2:60906
253509,8,192.168.0.2:60750
26915,8,192.168.0.3:58226
47375,8,192.168.0.2:32900
172311,8,192.168.0.13:50180
172858,8,192.168.0.13:50812
172713,8,192.168.0.13:50830
172318,8,192.168.0.13:50820
172691,8,192.168.0.13:50748
172847,8,192.168.0.3:58000
529537,8,192.168.0.2:60880
490986,8,192.168.0.2:60876
172439,8,192.168.0.3:57972
270877,8,192.168.0.2:60982
70582,8,192.168.0.3:58260
114724,8,192.168.0.2:59760
114756,8,192.168.0.2:32890
35645,8,192.168.0.3:58320
27009,8,192.168.0.3:58210
31187,8,192.168.0.2:32792
35631,8,192.168.0.13:51130
172087,8,192.168.0.13:50744
2513490,8,192.168.0.3:58238
144022,8,192.168.0.2:32902
112275,8,192.168.0.3:58314
112275,8,192.168.0.2:60986
111785,8,192.168.0.2:32850
111782,8,192.168.0.2:32856
111787,8,192.168.0.3:58058
172132,8,192.168.0.3:58026
490016,8,192.168.0.2:60896
379851,8,192.168.0.2:59726
122715,8,192.168.0.13:51176
47256,8,192.168.0.2:32910
172094,8,192.168.0.13:50796
45828,8,192.168.0.13:51174
172396,8,192.168.0.3:57974
111849,8,192.168.0.3:58384
97343,8,192.168.0.2:32836
59020,8,192.168.0.2:32844
298634,8,192.168.0.13:50896
108858,8,192.168.0.3:58290
108863,8,192.168.0.2:60718
89782,8,192.168.0.2:32842
89789,8,192.168.0.2:60992
89785,8,192.168.0.3:58310
89996,8,192.168.0.2:32912
47398,8,192.168.0.3:58300
25821,8,192.168.0.2:32808
46145,8,192.168.0.2:32924
31186,8,192.168.0.2:59758
115631,8,192.168.0.3:58264
112656,8,192.168.0.13:51182
41065,8,192.168.0.13:51198
298634,8,192.168.0.2:60664
172422,8,192.168.0.2:60580
172647,8,192.168.0.13:50824
32139,8,192.168.0.2:60988
119677,8,192.168.0.13:51180
47369,8,192.168.0.3:58396
70569,8,192.168.0.3:58388
497933,8,192.168.0.3:58130
172128,8,192.168.0.2:60586
57715,8,192.168.0.3:58394
172533,8,192.168.0.3:57954
54169,8,192.168.0.2:60968
172189,8,192.168.0.13:50844
56480,8,192.168.0.3:58390
57709,8,192.168.0.2:32802
130226,8,192.168.0.13:51204
31177,8,192.168.0.13:51202
54189,8,192.168.0.2:32826
48617,8,192.168.0.13:51196
25815,8,192.168.0.2:32926
47455,8,192.168.0.3:58408
172139,8,192.168.0.13:50766
172394,8,192.168.0.2:60616
173023,8,192.168.0.2:60626
39906,8,192.168.0.2:32796
31204,8,192.168.0.2:60856
156705,8,192.168.0.3:58386
65968,8,192.168.0.2:60976
65976,8,192.168.0.2:32828
122626,8,192.168.0.13:51132
156954,8,192.168.0.2:32854
135514,8,192.168.0.3:58406
135705,8,192.168.0.3:58426
59005,8,192.168.0.2:60990
136755,8,192.168.0.2:32956
136795,8,192.168.0.2:32914
366458,8,192.168.0.2:32832
136831,8,192.168.0.2:32878
136857,8,192.168.0.13:51186
136892,8,192.168.0.3:58060
137028,8,192.168.0.3:58304
137073,8,192.168.0.13:51164
135638,8,192.168.0.3:58312
135681,8,192.168.0.2:32930
135926,8,192.168.0.2:32888
135950,8,192.168.0.2:32936
136116,8,192.168.0.2:32830
136162,8,192.168.0.3:58302
136155,8,192.168.0.13:51148
134901,8,192.168.0.2:60966
134913,8,192.168.0.2:32954
136258,8,192.168.0.13:51144
