Thread Number,Bytes Sent,IPAddress
45684,8,192.168.0.2:48668
25329,8,192.168.0.16:51590
46264,8,192.168.0.16:51654
31803,8,192.168.0.23:60252
25305,8,192.168.0.16:51232
28628,8,192.168.0.3:41774
37216,8,192.168.0.16:51656
25367,8,192.168.0.16:51620
178009,8,192.168.0.16:51544
25340,8,192.168.0.16:51610
30056,8,192.168.0.23:60100
46036,8,192.168.0.16:51600
46055,8,192.168.0.3:41766
63245,8,192.168.0.16:51652
37023,8,192.168.0.16:51658
27005,8,192.168.0.23:60138
26573,8,192.168.0.23:60292
26642,8,192.168.0.23:60304
29005,8,192.168.0.23:60312
26014,8,192.168.0.16:51712
32217,8,192.168.0.16:51710
31631,8,192.168.0.16:51730
25285,8,192.168.0.16:51726
31714,8,192.168.0.23:60332
163078,8,192.168.0.23:60172
79464,8,192.168.0.16:51664
58257,8,192.168.0.23:60136
58688,8,192.168.0.16:51720
25308,8,192.168.0.23:60298
27139,8,192.168.0.23:60234
25441,8,192.168.0.3:41770
25308,8,192.168.0.23:60294
25321,8,192.168.0.2:48678
33952,8,192.168.0.23:60324
25305,8,192.168.0.23:60300
25748,8,192.168.0.23:60336
33578,8,192.168.0.23:60328
25761,8,192.168.0.23:60344
25717,8,192.168.0.23:60340
27235,8,192.168.0.23:60342
34023,8,192.168.0.3:41782
25408,8,192.168.0.16:51560
27238,8,192.168.0.23:60338
55377,8,192.168.0.2:48684
34336,8,192.168.0.16:51732
34187,8,192.168.0.16:51734
26003,8,192.168.0.23:60376
55259,8,192.168.0.16:51566
30971,8,192.168.0.23:60346
115014,8,192.168.0.23:60242
25400,8,192.168.0.16:51740
115049,8,192.168.0.16:51592
25413,8,192.168.0.2:48688
115057,8,192.168.0.16:51630
59001,8,192.168.0.2:48682
172295,8,192.168.0.16:51520
54126,8,192.168.0.16:51692
31890,8,192.168.0.16:51766
25307,8,192.168.0.23:60220
25372,8,192.168.0.16:51764
25399,8,192.168.0.23:60366
25401,8,192.168.0.16:51738
25400,8,192.168.0.16:51754
25344,8,192.168.0.16:51762
25332,8,192.168.0.16:51778
25437,8,192.168.0.23:60362
25444,8,192.168.0.16:51774
25398,8,192.168.0.23:60356
25339,8,192.168.0.16:51772
30033,8,192.168.0.23:60350
90272,8,192.168.0.16:51716
33064,8,192.168.0.23:60334
25426,8,192.168.0.23:60372
52676,8,192.168.0.23:60256
31888,8,192.168.0.23:60352
25355,8,192.168.0.23:60288
37578,8,192.168.0.2:48676
30036,8,192.168.0.16:51760
25315,8,192.168.0.23:60270
25266,8,192.168.0.16:51624
25319,8,192.168.0.16:51768
25280,8,192.168.0.23:60260
39547,8,192.168.0.16:51728
25277,8,192.168.0.16:51672
25429,8,192.168.0.3:41776
25313,8,192.168.0.16:51670
25649,8,192.168.0.23:60380
30036,8,192.168.0.16:51744
30037,8,192.168.0.2:48690
30037,8,192.168.0.16:51756
25361,8,192.168.0.16:51770
45324,8,192.168.0.23:60382
28088,8,192.168.0.23:60212
260523,8,192.168.0.13:33440
25300,8,192.168.0.16:51668
33011,8,192.168.0.3:41786
60984,8,192.168.0.13:33468
25260,8,192.168.0.23:60262
25333,8,192.168.0.16:51492
25262,8,192.168.0.23:60268
25381,8,192.168.0.23:60368
42420,8,192.168.0.23:60318
27214,8,192.168.0.23:60230
78458,8,192.168.0.23:60316
25444,8,192.168.0.23:60348
25307,8,192.168.0.23:60264
30476,8,192.168.0.16:51750
86561,8,192.168.0.16:51690
81004,8,192.168.0.23:60286
70838,8,192.168.0.16:51632
25301,8,192.168.0.16:51666
26011,8,192.168.0.16:51602
26164,8,192.168.0.16:51606
27320,8,192.168.0.3:41788
55776,8,192.168.0.16:51508
25280,8,192.168.0.16:51746
25284,8,192.168.0.16:51758
89622,8,192.168.0.2:48686
25353,8,192.168.0.23:60358
27015,8,192.168.0.23:60392
26770,8,192.168.0.16:51572
53472,8,192.168.0.2:48664
27061,8,192.168.0.23:60398
98128,8,192.168.0.16:51708
32301,8,192.168.0.23:60378
296281,8,192.168.0.23:59322
25366,8,192.168.0.16:51224
29772,8,192.168.0.16:51808
87492,8,192.168.0.16:51742
120008,8,192.168.0.23:59866
120011,8,192.168.0.23:60248
27008,8,192.168.0.23:60226
35987,8,192.168.0.23:60396
107052,8,192.168.0.16:51642
107047,8,192.168.0.16:51234
104068,8,192.168.0.16:51638
43175,8,192.168.0.13:33470
43185,8,192.168.0.23:60374
43201,8,192.168.0.16:51780
43410,8,192.168.0.3:41784
53177,8,192.168.0.23:59852
41126,8,192.168.0.16:51752
40410,8,192.168.0.16:51796
40402,8,192.168.0.16:51804
39795,8,192.168.0.16:51792
39803,8,192.168.0.23:60388
39162,8,192.168.0.16:51798
31863,8,192.168.0.23:60400
25415,8,192.168.0.3:41790
34005,8,192.168.0.23:60390
126235,8,192.168.0.16:51714
35024,8,192.168.0.2:48694
25398,8,192.168.0.23:60424
26949,8,192.168.0.16:51818
29996,8,192.168.0.23:60412
25275,8,192.168.0.16:51838
29973,8,192.168.0.23:60410
29461,8,192.168.0.16:51782
29460,8,192.168.0.23:60384
31432,8,192.168.0.23:60386
29476,8,192.168.0.16:51788
27881,8,192.168.0.23:60408
65294,8,192.168.0.16:51806
25505,8,192.168.0.23:60434
31972,8,192.168.0.16:51826
26022,8,192.168.0.16:51824
62047,8,192.168.0.23:60406
62572,8,192.168.0.23:60360
31464,8,192.168.0.16:51786
26998,8,192.168.0.2:48700
71342,8,192.168.0.16:51802
25963,8,192.168.0.23:60420
25838,8,192.168.0.16:51628
73265,8,192.168.0.16:51810
25255,8,192.168.0.23:60430
25263,8,192.168.0.16:51832
25256,8,192.168.0.23:60456
25313,8,192.168.0.16:51842
25266,8,192.168.0.16:51828
56988,8,192.168.0.16:51836
91560,8,192.168.0.23:60422
56994,8,192.168.0.16:51850
25251,8,192.168.0.23:60446
57005,8,192.168.0.16:51820
57009,8,192.168.0.13:33472
56999,8,192.168.0.23:60428
25286,8,192.168.0.23:60426
25274,8,192.168.0.23:60436
25273,8,192.168.0.16:51844
25413,8,192.168.0.3:41794
56993,8,192.168.0.16:51834
54025,8,192.168.0.16:51816
25338,8,192.168.0.23:60472
25352,8,192.168.0.23:60414
35054,8,192.168.0.23:60458
28011,8,192.168.0.23:60440
25850,8,192.168.0.2:48698
25298,8,192.168.0.16:51858
32985,8,192.168.0.23:60444
31494,8,192.168.0.2:48696
152267,8,192.168.0.23:60314
25299,8,192.168.0.16:51868
25322,8,192.168.0.16:51862
26297,8,192.168.0.13:33474
26322,8,192.168.0.16:51870
27365,8,192.168.0.16:51878
81003,8,192.168.0.16:51790
27999,8,192.168.0.16:51866
25333,8,192.168.0.23:60438
31425,8,192.168.0.16:51830
108068,8,192.168.0.16:51794
84282,8,192.168.0.23:60394
44959,8,192.168.0.16:51854
93406,8,192.168.0.23:60364
26194,8,192.168.0.23:60432
152040,8,192.168.0.23:60290
30055,8,192.168.0.3:41792
25850,8,192.168.0.2:48692
152258,8,192.168.0.23:60310
25298,8,192.168.0.16:51872
25804,8,192.168.0.16:51846
25801,8,192.168.0.16:51860
26860,8,192.168.0.2:48704
31457,8,192.168.0.16:51784
25333,8,192.168.0.23:60462
27881,8,192.168.0.16:51814
53444,8,192.168.0.2:48666
27580,8,192.168.0.23:60454
37816,8,192.168.0.23:60208
25846,8,192.168.0.16:51470
25397,8,192.168.0.23:60464
53439,8,192.168.0.16:51490
54027,8,192.168.0.23:60450
210354,8,192.168.0.16:51722
29473,8,192.168.0.16:51618
96294,8,192.168.0.16:51840
59999,8,192.168.0.23:60452
27528,8,192.168.0.23:60240
25899,8,192.168.0.23:60448
26932,8,192.168.0.16:51874
202240,8,192.168.0.16:51718
26964,8,192.168.0.16:51650
73832,8,192.168.0.23:59874
74675,8,192.168.0.23:60238
25847,8,192.168.0.23:60258
67879,8,192.168.0.23:60232
30889,8,192.168.0.23:59854
26949,8,192.168.0.23:60244
71838,8,192.168.0.23:60228
71887,8,192.168.0.23:59872
71857,8,192.168.0.23:59850
26014,8,192.168.0.23:59870
67877,8,192.168.0.3:41772
210380,8,192.168.0.16:51540
208313,8,192.168.0.16:51702
67044,8,192.168.0.23:60224
98632,8,192.168.0.23:60418
208863,8,192.168.0.16:51684
209060,8,192.168.0.16:51724
209197,8,192.168.0.3:41780
209368,8,192.168.0.23:60280
57945,8,192.168.0.23:59878
67080,8,192.168.0.16:51596
25299,8,192.168.0.16:51848
275343,8,192.168.0.16:50880
26065,8,192.168.0.23:60474
212400,8,192.168.0.16:51674
25325,8,192.168.0.16:51864
111208,8,192.168.0.23:60416
67078,8,192.168.0.23:59864
225962,8,192.168.0.16:51698
25352,8,192.168.0.23:60470
28009,8,192.168.0.2:48702
56852,8,192.168.0.23:60466
117251,8,192.168.0.16:51822
25328,8,192.168.0.23:60468
28004,8,192.168.0.16:51890
25297,8,192.168.0.16:51876
120120,8,192.168.0.16:51812
25281,8,192.168.0.23:60482
25298,8,192.168.0.23:60480
25344,8,192.168.0.16:51856
44525,8,192.168.0.16:51884
31108,8,192.168.0.16:51892
25320,8,192.168.0.23:60460
25377,8,192.168.0.2:48706
25271,8,192.168.0.16:51896
25370,8,192.168.0.2:48708
221847,8,192.168.0.23:60266
25742,8,192.168.0.23:60478
25282,8,192.168.0.16:51894
25236,8,192.168.0.23:60494
25450,8,192.168.0.16:51906
25456,8,192.168.0.23:60492
25309,8,192.168.0.23:60498
29193,8,192.168.0.23:60354
29207,8,192.168.0.16:51886
30845,8,192.168.0.16:51898
153856,8,192.168.0.23:60404
30881,8,192.168.0.23:60488
26907,8,192.168.0.16:51776
34621,8,192.168.0.23:60500
34694,8,192.168.0.16:51900
30154,8,192.168.0.23:60490
27146,8,192.168.0.23:60308
26014,8,192.168.0.16:51910
30154,8,192.168.0.23:60502
26252,8,192.168.0.16:51908
26000,8,192.168.0.16:51904
27149,8,192.168.0.23:60302
257079,8,192.168.0.2:48674
25811,8,192.168.0.3:41798
25943,8,192.168.0.16:51686
28884,8,192.168.0.16:51916
42434,8,192.168.0.13:33476
27147,8,192.168.0.2:48680
25317,8,192.168.0.23:60520
27354,8,192.168.0.2:48714
29918,8,192.168.0.16:51230
25849,8,192.168.0.23:60504
25967,8,192.168.0.16:51918
35343,8,192.168.0.23:60508
35289,8,192.168.0.16:51920
35464,8,192.168.0.16:51882
35434,8,192.168.0.23:60514
31564,8,192.168.0.16:51852
29065,8,192.168.0.23:60296
29214,8,192.168.0.23:60530
25256,8,192.168.0.23:60536
30715,8,192.168.0.23:60532
62754,8,192.168.0.2:48712
25468,8,192.168.0.23:60542
61701,8,192.168.0.23:60370
27045,8,192.168.0.16:51938
28146,8,192.168.0.23:60538
65267,8,192.168.0.23:60484
37441,8,192.168.0.2:48720
25311,8,192.168.0.16:51942
37825,8,192.168.0.16:51930
43667,8,192.168.0.2:48716
31920,8,192.168.0.13:33478
31893,8,192.168.0.2:48722
66476,8,192.168.0.16:51902
57165,8,192.168.0.23:60326
59122,8,192.168.0.23:60496
26021,8,192.168.0.3:41802
25616,8,192.168.0.16:51948
25478,8,192.168.0.23:60544
280581,8,192.168.0.23:60320
27337,8,192.168.0.23:60548
26227,8,192.168.0.16:51880
55824,8,192.168.0.3:41778
58008,8,192.168.0.23:60506
32501,8,192.168.0.2:48670
330160,8,192.168.0.16:51622
25421,8,192.168.0.3:41800
330147,8,192.168.0.23:60236
330151,8,192.168.0.23:59858
25343,8,192.168.0.16:51954
25324,8,192.168.0.23:60552
25481,8,192.168.0.2:48728
25570,8,192.168.0.23:60550
330145,8,192.168.0.23:60216
25267,8,192.168.0.23:60554
36832,8,192.168.0.16:51950
25228,8,192.168.0.23:60540
51561,8,192.168.0.16:51932
61811,8,192.168.0.23:59876
25662,8,192.168.0.16:51914
25496,8,192.168.0.16:51940
25877,8,192.168.0.16:51944
26160,8,192.168.0.23:60556
25463,8,192.168.0.2:48726
291472,8,192.168.0.23:60330
25271,8,192.168.0.16:51958
339467,8,192.168.0.2:48624
339489,8,192.168.0.16:51218
336656,8,192.168.0.13:33466
339616,8,192.168.0.2:48628
336772,8,192.168.0.2:48626
26158,8,192.168.0.16:51928
25293,8,192.168.0.23:60528
25384,8,192.168.0.16:51634
337020,8,192.168.0.16:51646
27132,8,192.168.0.23:60272
25269,8,192.168.0.2:48724
25472,8,192.168.0.23:60558
25775,8,192.168.0.23:60516
26181,8,192.168.0.16:51696
27356,8,192.168.0.16:51912
25931,8,192.168.0.23:60512
25397,8,192.168.0.23:60566
25949,8,192.168.0.23:60524
29351,8,192.168.0.16:51922
25466,8,192.168.0.16:51960
26669,8,192.168.0.16:51962
25339,8,192.168.0.23:60546
336771,8,192.168.0.16:51636
337018,8,192.168.0.23:59862
31781,8,192.168.0.16:51956
25995,8,192.168.0.16:51964
257075,8,192.168.0.23:60284
226178,8,192.168.0.16:51800
26610,8,192.168.0.23:60322
25277,8,192.168.0.2:48732
27358,8,192.168.0.16:51694
25516,8,192.168.0.16:51968
25503,8,192.168.0.2:48734
25497,8,192.168.0.23:60576
29919,8,192.168.0.3:41806
25926,8,192.168.0.23:60584
25269,8,192.168.0.2:48738
25306,8,192.168.0.13:33482
25548,8,192.168.0.16:51988
26003,8,192.168.0.16:51984
29234,8,192.168.0.23:60592
55292,8,192.168.0.2:48730
55308,8,192.168.0.23:60562
28465,8,192.168.0.16:51992
55578,8,192.168.0.13:33480
29807,8,192.168.0.2:48736
25210,8,192.168.0.23:60588
55414,8,192.168.0.23:60564
26817,8,192.168.0.23:60598
46473,8,192.168.0.23:60476
46402,8,192.168.0.23:60560
25466,8,192.168.0.16:52000
47566,8,192.168.0.16:51936
28003,8,192.168.0.23:60594
25245,8,192.168.0.23:60604
26963,8,192.168.0.16:52004
46398,8,192.168.0.2:48718
51987,8,192.168.0.23:60510
81335,8,192.168.0.16:51952
25250,8,192.168.0.16:52006
47128,8,192.168.0.23:60568
48330,8,192.168.0.23:60578
25676,8,192.168.0.2:48742
49466,8,192.168.0.16:51972
25287,8,192.168.0.23:60620
25348,8,192.168.0.16:52018
25407,8,192.168.0.3:41810
25323,8,192.168.0.16:52010
25337,8,192.168.0.23:60622
25289,8,192.168.0.16:52024
26686,8,192.168.0.16:51998
27143,8,192.168.0.3:41808
47562,8,192.168.0.23:60518
25364,8,192.168.0.2:48744
55615,8,192.168.0.23:60522
55688,8,192.168.0.23:60580
69722,8,192.168.0.16:51946
25313,8,192.168.0.16:52030
25361,8,192.168.0.16:52034
30116,8,192.168.0.16:51966
25303,8,192.168.0.23:60650
25300,8,192.168.0.16:52038
33621,8,192.168.0.23:60630
25405,8,192.168.0.16:52032
25442,8,192.168.0.23:60640
25470,8,192.168.0.23:60648
25453,8,192.168.0.23:60636
25489,8,192.168.0.16:52040
51400,8,192.168.0.16:51994
51752,8,192.168.0.23:60600
27163,8,192.168.0.16:52042
26262,8,192.168.0.23:60616
57065,8,192.168.0.23:60586
42255,8,192.168.0.23:60610
57990,8,192.168.0.23:60526
25223,8,192.168.0.16:52012
26633,8,192.168.0.2:48746
26724,8,192.168.0.23:60644
26865,8,192.168.0.23:60646
27082,8,192.168.0.2:48748
25345,8,192.168.0.23:60642
45302,8,192.168.0.16:52044
25821,8,192.168.0.23:60638
71129,8,192.168.0.16:51996
43625,8,192.168.0.16:52046
46791,8,192.168.0.16:52036
29622,8,192.168.0.23:60664
29695,8,192.168.0.23:60670
30965,8,192.168.0.23:60666
25276,8,192.168.0.23:60682
25533,8,192.168.0.16:52084
86826,8,192.168.0.16:51986
25544,8,192.168.0.16:52100
29123,8,192.168.0.23:60704
25876,8,192.168.0.23:60702
83402,8,192.168.0.23:60602
26360,8,192.168.0.16:52106
87019,8,192.168.0.16:51990
85055,8,192.168.0.23:60596
75017,8,192.168.0.23:60606
47862,8,192.168.0.23:60222
67159,8,192.168.0.23:60632
27843,8,192.168.0.23:60626
66845,8,192.168.0.23:60634
55549,8,192.168.0.16:51888
55556,8,192.168.0.16:52008
52050,8,192.168.0.16:52016
65107,8,192.168.0.16:52028
67391,8,192.168.0.16:52022
44880,8,192.168.0.16:51680
44873,8,192.168.0.23:60246
45012,8,192.168.0.16:52060
25369,8,192.168.0.23:60708
42078,8,192.168.0.23:60306
42079,8,192.168.0.23:60276
37491,8,192.168.0.23:60706
46329,8,192.168.0.23:60678
44684,8,192.168.0.16:52088
28016,8,192.168.0.16:52110
28021,8,192.168.0.16:52112
26347,8,192.168.0.23:60680
51240,8,192.168.0.16:52070
28313,8,192.168.0.16:52052
28979,8,192.168.0.23:60720
44131,8,192.168.0.16:52092
42555,8,192.168.0.16:52102
26401,8,192.168.0.23:60698
76764,8,192.168.0.16:52002
26185,8,192.168.0.3:41814
55672,8,192.168.0.2:48752
44728,8,192.168.0.2:48756
67905,8,192.168.0.23:60654
48806,8,192.168.0.16:52076
26616,8,192.168.0.23:60732
47877,8,192.168.0.23:60674
26385,8,192.168.0.16:52104
46940,8,192.168.0.16:52078
26508,8,192.168.0.16:52132
44720,8,192.168.0.23:60694
44641,8,192.168.0.23:60690
42941,8,192.168.0.3:41804
68640,8,192.168.0.16:52048
55987,8,192.168.0.16:52058
27900,8,192.168.0.23:60660
43160,8,192.168.0.16:52098
51408,8,192.168.0.16:52066
46779,8,192.168.0.16:52080
44373,8,192.168.0.23:60696
26418,8,192.168.0.23:60676
37174,8,192.168.0.16:52146
26485,8,192.168.0.16:52074
45099,8,192.168.0.23:60686
37346,8,192.168.0.16:52140
37319,8,192.168.0.23:60748
26576,8,192.168.0.23:60658
37263,8,192.168.0.16:52144
43979,8,192.168.0.16:52094
37209,8,192.168.0.16:52154
50763,8,192.168.0.23:60672
64258,8,192.168.0.16:52050
56691,8,192.168.0.3:41812
37357,8,192.168.0.23:60754
62514,8,192.168.0.16:52054
37414,8,192.168.0.23:60750
37314,8,192.168.0.16:52150
40297,8,192.168.0.16:52136
40059,8,192.168.0.23:60756
28204,8,192.168.0.16:52056
93038,8,192.168.0.23:60700
106549,8,192.168.0.23:60662
63107,8,192.168.0.16:52114
63394,8,192.168.0.2:48760
50136,8,192.168.0.16:52120
49663,8,192.168.0.23:60738
49683,8,192.168.0.23:60740
62571,8,192.168.0.16:52116
62640,8,192.168.0.23:60722
50030,8,192.168.0.23:60728
50217,8,192.168.0.16:52130
105668,8,192.168.0.16:52072
70539,8,192.168.0.23:60714
109542,8,192.168.0.2:48754
27016,8,192.168.0.23:60710
62759,8,192.168.0.16:52118
25282,8,192.168.0.16:52194
25367,8,192.168.0.23:60780
25326,8,192.168.0.23:60788
25409,8,192.168.0.16:52160
25210,8,192.168.0.23:60808
25261,8,192.168.0.16:52214
26036,8,192.168.0.23:60784
25286,8,192.168.0.23:60800
25236,8,192.168.0.16:52208
26703,8,192.168.0.3:41820
25281,8,192.168.0.23:60804
25285,8,192.168.0.16:52190
25319,8,192.168.0.16:52202
25214,8,192.168.0.16:52212
25300,8,192.168.0.16:52204
25309,8,192.168.0.23:60796
25353,8,192.168.0.16:52198
29651,8,192.168.0.16:52176
26805,8,192.168.0.16:52180
28919,8,192.168.0.23:60812
75000,8,192.168.0.23:60724
66090,8,192.168.0.2:48764
61166,8,192.168.0.16:52128
61185,8,192.168.0.23:60716
25407,8,192.168.0.16:52164
25455,8,192.168.0.13:33486
25421,8,192.168.0.16:52188
25425,8,192.168.0.16:52186
25501,8,192.168.0.16:52162
25615,8,192.168.0.23:60760
25576,8,192.168.0.23:60786
25651,8,192.168.0.23:60768
25644,8,192.168.0.23:60762
25680,8,192.168.0.23:60774
25684,8,192.168.0.2:48772
25681,8,192.168.0.23:60790
91659,8,192.168.0.23:60612
29735,8,192.168.0.23:60770
91680,8,192.168.0.23:60624
25348,8,192.168.0.23:60758
89044,8,192.168.0.16:52020
25698,8,192.168.0.3:41822
59681,8,192.168.0.2:48750
142533,8,192.168.0.23:60656
107134,8,192.168.0.16:51982
25329,8,192.168.0.16:52236
25364,8,192.168.0.16:52226
44877,8,192.168.0.16:51706
79495,8,192.168.0.23:60736
25335,8,192.168.0.23:60828
25314,8,192.168.0.23:60832
28433,8,192.168.0.23:60820
25578,8,192.168.0.16:52174
25710,8,192.168.0.16:52230
106542,8,192.168.0.16:51970
25292,8,192.168.0.23:60842
31807,8,192.168.0.23:60830
35580,8,192.168.0.23:60836
35460,8,192.168.0.23:60838
25340,8,192.168.0.23:60846
32852,8,192.168.0.16:52242
45699,8,192.168.0.23:60766
48980,8,192.168.0.3:41824
48964,8,192.168.0.16:52184
50186,8,192.168.0.23:60772
25520,8,192.168.0.23:60848
79127,8,192.168.0.23:60734
158697,8,192.168.0.23:60684
160682,8,192.168.0.16:52064
25290,8,192.168.0.23:60880
90986,8,192.168.0.23:60718
79508,8,192.168.0.16:52126
38870,8,192.168.0.16:52240
26833,8,192.168.0.16:52306
44876,8,192.168.0.16:51688
54983,8,192.168.0.16:52296
103352,8,192.168.0.23:60534
105939,8,192.168.0.23:60574
47910,8,192.168.0.16:52108
36971,8,192.168.0.16:52284
164671,8,192.168.0.16:51924
63749,8,192.168.0.16:52232
67058,8,192.168.0.16:51678
180799,8,192.168.0.16:52122
46920,8,192.168.0.23:60486
55561,8,192.168.0.16:51974
98269,8,192.168.0.16:51926
49687,8,192.168.0.23:60898
67073,8,192.168.0.16:51682
25381,8,192.168.0.16:52290
93175,8,192.168.0.16:52096
25392,8,192.168.0.2:48792
53199,8,192.168.0.23:60274
67054,8,192.168.0.23:60282
164942,8,192.168.0.16:52090
67065,8,192.168.0.23:60278
164947,8,192.168.0.16:52082
67069,8,192.168.0.16:51700
43422,8,192.168.0.16:52086
25427,8,192.168.0.16:52288
79637,8,192.168.0.16:52134
62060,8,192.168.0.2:48778
179930,8,192.168.0.23:60692
63776,8,192.168.0.16:52158
65370,8,192.168.0.23:60850
25353,8,192.168.0.23:60878
29576,8,192.168.0.16:52026
79068,8,192.168.0.16:52062
45257,8,192.168.0.2:48790
25438,8,192.168.0.23:60884
164020,8,192.168.0.23:60894
90956,8,192.168.0.23:60712
86907,8,192.168.0.23:60590
116991,8,192.168.0.16:51934
57953,8,192.168.0.16:52166
77013,8,192.168.0.23:60730
58786,8,192.168.0.23:60652
70957,8,192.168.0.16:52244
62029,8,192.168.0.23:60816
46615,8,192.168.0.16:52170
25285,8,192.168.0.16:52286
69718,8,192.168.0.23:60582
57325,8,192.168.0.16:52248
75031,8,192.168.0.16:52014
69736,8,192.168.0.23:60572
93178,8,192.168.0.23:60628
25338,8,192.168.0.16:52224
39048,8,192.168.0.16:52304
38012,8,192.168.0.2:48798
38985,8,192.168.0.23:60888
37988,8,192.168.0.23:60918
57945,8,192.168.0.16:52234
40027,8,192.168.0.23:60914
57989,8,192.168.0.16:52172
43008,8,192.168.0.23:60904
57967,8,192.168.0.16:52192
43012,8,192.168.0.16:52320
57999,8,192.168.0.23:60818
57994,8,192.168.0.16:52178
40039,8,192.168.0.23:60910
25354,8,192.168.0.16:52324
46963,8,192.168.0.23:60922
57941,8,192.168.0.23:60824
32259,8,192.168.0.23:60912
57950,8,192.168.0.16:52168
57951,8,192.168.0.23:60778
55009,8,192.168.0.2:48788
42257,8,192.168.0.23:60764
27986,8,192.168.0.23:60782
62529,8,192.168.0.23:60834
25422,8,192.168.0.16:52336
98956,8,192.168.0.16:51976
25416,8,192.168.0.2:48758
79611,8,192.168.0.16:51978
25386,8,192.168.0.16:52292
93190,8,192.168.0.23:60726
72977,8,192.168.0.3:41826
93190,8,192.168.0.13:33484
57989,8,192.168.0.2:48768
67975,8,192.168.0.23:60618
62063,8,192.168.0.16:52220
42351,8,192.168.0.16:52222
99015,8,192.168.0.16:51980
29872,8,192.168.0.23:60608
25392,8,192.168.0.2:48800
72895,8,192.168.0.23:60614
25390,8,192.168.0.23:60890
62341,8,192.168.0.23:60942
48703,8,192.168.0.16:52218
37005,8,192.168.0.13:33494
25436,8,192.168.0.2:48782
27011,8,192.168.0.16:52342
25358,8,192.168.0.23:60688
185827,8,192.168.0.16:52124
114404,8,192.168.0.23:60570
25369,8,192.168.0.23:60932
93172,8,192.168.0.16:52068
71006,8,192.168.0.16:52338
77677,8,192.168.0.16:52330
25369,8,192.168.0.16:52370
27922,8,192.168.0.2:48808
74944,8,192.168.0.16:52332
25393,8,192.168.0.23:60882
25299,8,192.168.0.16:51704
49296,8,192.168.0.13:33492
25441,8,192.168.0.16:52356
25440,8,192.168.0.23:60954
51611,8,192.168.0.16:52250
25289,8,192.168.0.23:60886
44880,8,192.168.0.16:51676
116990,8,192.168.0.3:41796
57953,8,192.168.0.16:52156
40042,8,192.168.0.16:52316
63383,8,192.168.0.13:33498
28005,8,192.168.0.16:52378
25385,8,192.168.0.16:52388
25312,8,192.168.0.23:60742
64748,8,192.168.0.2:48770
62505,8,192.168.0.16:52350
25286,8,192.168.0.16:52358
67989,8,192.168.0.2:48740
51993,8,192.168.0.16:52352
25987,8,192.168.0.2:48784
27004,8,192.168.0.16:52382
26995,8,192.168.0.16:52380
25301,8,192.168.0.16:52362
79607,8,192.168.0.2:48762
57952,8,192.168.0.23:60826
60293,8,192.168.0.23:60948
25390,8,192.168.0.23:60960
67985,8,192.168.0.16:52308
29008,8,192.168.0.16:52386
57992,8,192.168.0.23:60776
41989,8,192.168.0.16:52392
37998,8,192.168.0.2:48812
27728,8,192.168.0.23:60970
25450,8,192.168.0.23:60950
102021,8,192.168.0.23:60938
96035,8,192.168.0.2:48804
25279,8,192.168.0.13:33496
90054,8,192.168.0.16:52340
26996,8,192.168.0.23:60964
57326,8,192.168.0.23:60822
31009,8,192.168.0.23:60928
71282,8,192.168.0.23:60972
59996,8,192.168.0.16:52408
57973,8,192.168.0.16:52228
74055,8,192.168.0.23:60946
51008,8,192.168.0.16:52372
61005,8,192.168.0.13:33490
25322,8,192.168.0.16:52398
36256,8,192.168.0.16:52238
43001,8,192.168.0.2:48794
25406,8,192.168.0.16:52374
25338,8,192.168.0.23:60952
74024,8,192.168.0.16:52404
25520,8,192.168.0.23:60974
87003,8,192.168.0.16:52344
25373,8,192.168.0.16:52394
74017,8,192.168.0.16:52400
169513,8,192.168.0.2:48786
184020,8,192.168.0.13:33488
25584,8,192.168.0.2:48814
29004,8,192.168.0.23:60976
42661,8,192.168.0.16:52322
25373,8,192.168.0.16:52412
42082,8,192.168.0.16:51736
31009,8,192.168.0.16:52414
79601,8,192.168.0.3:41816
51385,8,192.168.0.23:60980
25420,8,192.168.0.23:60982
25351,8,192.168.0.13:33504
241003,8,192.168.0.13:33500
27023,8,192.168.0.2:48822
71013,8,192.168.0.13:33502
245015,8,192.168.0.16:52390
113006,8,192.168.0.23:60940
311003,8,192.168.0.23:60920
85011,8,192.168.0.16:52376
25445,8,192.168.0.23:60978
49043,8,192.168.0.16:52318
133026,8,192.168.0.16:52384
25539,8,192.168.0.2:48816
101014,8,192.168.0.2:48810
87995,8,192.168.0.16:52314
25580,8,192.168.0.16:52406
25462,8,192.168.0.23:60986
27994,8,192.168.0.16:52416
79996,8,192.168.0.23:60926
25293,8,192.168.0.16:52364
77010,8,192.168.0.16:52354
446500,8,192.168.0.16:52334
47007,8,192.168.0.23:60924
64016,8,192.168.0.23:60966
90038,8,192.168.0.16:52348
58010,8,192.168.0.23:60962
26964,8,192.168.0.16:52436
26105,8,192.168.0.16:52424
44000,8,192.168.0.23:60930
101019,8,192.168.0.16:52366
42019,8,192.168.0.16:52438
25493,8,192.168.0.16:52420
25481,8,192.168.0.23:60988
28016,8,192.168.0.16:52300
27999,8,192.168.0.16:52302
26939,8,192.168.0.23:60998
35913,8,192.168.0.16:52328
26410,8,192.168.0.23:60984
165051,8,192.168.0.23:60892
25396,8,192.168.0.23:60906
25426,8,192.168.0.16:52396
71028,8,192.168.0.23:60916
26058,8,192.168.0.16:52402
25357,8,192.168.0.23:60902
